year,sex,name,n,prop,first_letter,first_is_vowel
2012,F,Zayuri,5,2.58E-06,Z,FALSE
2009,F,Auna,20,9.89E-06,A,TRUE
2007,M,Jazon,9,4.07E-06,J,FALSE
1941,F,Willene,67,5.38E-05,W,FALSE
1962,M,Eligah,8,3.81E-06,E,TRUE
1986,M,Fernando,1322,0.0006882,F,FALSE
2001,F,Neomi,22,1.11E-05,N,FALSE
1940,F,Fredda,23,1.95E-05,F,FALSE
1937,M,Alexander,676,0.00061821,A,TRUE
2002,F,Daysia,48,2.43E-05,D,FALSE
2017,F,Perrie,12,6.40E-06,P,FALSE
2015,F,Delany,53,2.72E-05,D,FALSE
1985,F,Aruna,5,2.71E-06,A,TRUE
1988,F,Kortnie,35,1.82E-05,K,FALSE
1929,F,Mollie,354,0.00030583,M,FALSE
1972,M,Tamir,7,4.18E-06,T,FALSE
2003,M,Selah,10,4.76E-06,S,FALSE
1954,F,Pasty,5,2.51E-06,P,FALSE
1997,F,Reya,9,4.71E-06,R,FALSE
1964,F,Sherlyn,41,2.10E-05,S,FALSE
1990,F,Keyaira,30,1.46E-05,K,FALSE
2014,F,Kalliopi,11,5.64E-06,K,FALSE
2001,M,Chevalier,5,2.42E-06,C,FALSE
2005,F,Vaani,5,2.47E-06,V,FALSE
2012,M,Kelsey,27,1.33E-05,K,FALSE
2008,F,Cheryl,91,4.37E-05,C,FALSE
2007,M,Jamad,6,2.71E-06,J,FALSE
1967,F,May,97,5.65E-05,M,FALSE
1891,F,Reba,58,0.00029507,R,FALSE
1883,F,June,24,0.0001999,J,FALSE
2001,M,Trenell,10,4.84E-06,T,FALSE
2008,F,Kailea,27,1.30E-05,K,FALSE
2009,F,Antiana,5,2.47E-06,A,TRUE
1955,M,Lyndel,10,4.79E-06,L,FALSE
2009,F,Austin,95,4.70E-05,A,TRUE
1980,M,Wai,8,4.31E-06,W,FALSE
1999,M,Jakai,20,9.81E-06,J,FALSE
1977,M,Lashone,16,9.36E-06,L,FALSE
1985,F,Deangela,40,2.17E-05,D,FALSE
1994,F,Shaneese,6,3.08E-06,S,FALSE
1985,M,Travonne,6,3.12E-06,T,FALSE
1926,F,Maggie,1092,0.0008877,M,FALSE
2013,M,Linken,23,1.14E-05,L,FALSE
1982,F,Jarin,5,2.76E-06,J,FALSE
1921,F,Arabella,15,1.17E-05,A,TRUE
1983,M,Gerard,303,0.00016261,G,FALSE
1964,M,Blayne,16,7.89E-06,B,FALSE
1987,F,Libbie,5,2.67E-06,L,FALSE
1925,F,Maralee,7,5.54E-06,M,FALSE
1987,M,Isham,5,2.56E-06,I,TRUE
2000,F,Maylea,6,3.01E-06,M,FALSE
2007,M,Zaryan,8,3.61E-06,Z,FALSE
1957,M,Harve,7,3.20E-06,H,FALSE
1967,F,Mashell,15,8.74E-06,M,FALSE
1995,M,Allante,18,8.95E-06,A,TRUE
1975,F,Wynter,6,3.84E-06,W,FALSE
2013,F,Kathaleya,6,3.12E-06,K,FALSE
1955,F,Joetta,94,4.69E-05,J,FALSE
1964,M,Mariano,53,2.61E-05,M,FALSE
1949,M,Derrick,83,4.61E-05,D,FALSE
1980,M,Ramy,11,5.93E-06,R,FALSE
1996,M,Rickey,211,0.00010532,R,FALSE
1926,F,Wynell,33,2.68E-05,W,FALSE
2003,F,Shamila,5,2.49E-06,S,FALSE
2002,F,Cambria,114,5.78E-05,C,FALSE
1900,F,Margueritte,10,3.15E-05,M,FALSE
1917,F,Chieko,8,7.12E-06,C,FALSE
2017,F,Eriyan,7,3.73E-06,E,TRUE
1990,M,Teodulo,7,3.25E-06,T,FALSE
1999,M,Jacorey,66,3.24E-05,J,FALSE
1920,F,Rona,10,8.04E-06,R,FALSE
1920,M,Gottlieb,20,1.82E-05,G,FALSE
2015,F,Sullivan,70,3.60E-05,S,FALSE
1988,F,Kalise,5,2.60E-06,K,FALSE
1941,M,Jovita,5,3.99E-06,J,FALSE
1981,F,Justine,308,0.00017224,J,FALSE
1991,M,Yamir,5,2.36E-06,Y,FALSE
1952,F,Margrett,18,9.46E-06,M,FALSE
2000,F,Taliya,20,1.00E-05,T,FALSE
1941,F,Ruby,3583,0.00287593,R,FALSE
1996,F,Korey,38,1.98E-05,K,FALSE
1977,F,Eugenia,186,0.00011307,E,TRUE
1961,M,Bard,7,3.25E-06,B,FALSE
1942,M,Mylo,6,4.26E-06,M,FALSE
2002,F,Saidah,8,4.05E-06,S,FALSE
1974,M,Lon,86,5.27E-05,L,FALSE
1953,F,Ellan,10,5.18E-06,E,TRUE
2004,F,Kanijah,21,1.04E-05,K,FALSE
1958,M,Frankey,12,5.57E-06,F,FALSE
1997,M,Miciah,9,4.51E-06,M,FALSE
1941,F,Versie,37,2.97E-05,V,FALSE
2003,M,Rielly,14,6.67E-06,R,FALSE
2005,M,Aadil,20,9.41E-06,A,TRUE
1953,M,Herby,12,6.00E-06,H,FALSE
2006,F,Aislin,54,2.59E-05,A,TRUE
1974,M,Kali,20,1.23E-05,K,FALSE
1990,M,Melton,12,5.58E-06,M,FALSE
1973,M,Chaim,72,4.46E-05,C,FALSE
2010,M,Konor,11,5.36E-06,K,FALSE
2013,F,Jenelly,5,2.60E-06,J,FALSE
2006,F,Kloie,80,3.83E-05,K,FALSE
1985,F,Jessia,21,1.14E-05,J,FALSE
2009,M,Sayre,5,2.36E-06,S,FALSE
1995,F,Aiko,8,4.16E-06,A,TRUE
1981,F,Raynette,9,5.03E-06,R,FALSE
1920,M,Milan,87,7.90E-05,M,FALSE
2006,F,Briannah,85,4.07E-05,B,FALSE
2013,M,Everhett,12,5.95E-06,E,TRUE
2016,M,Avante,11,5.45E-06,A,TRUE
1976,F,Jenay,10,6.36E-06,J,FALSE
2009,F,Dakota,1193,0.00058972,D,FALSE
2008,F,Noella,39,1.87E-05,N,FALSE
1959,M,Rustin,40,1.85E-05,R,FALSE
2006,M,Yianni,16,7.30E-06,Y,FALSE
2014,F,Darionna,7,3.59E-06,D,FALSE
1993,M,Jeriah,6,2.91E-06,J,FALSE
2015,F,Sabiha,9,4.63E-06,S,FALSE
2000,F,Mackenley,5,2.51E-06,M,FALSE
1977,F,Tarshia,9,5.47E-06,T,FALSE
2014,F,Telia,17,8.71E-06,T,FALSE
2000,M,Nickolai,12,5.75E-06,N,FALSE
2001,F,Lalia,10,5.05E-06,L,FALSE
1924,M,Tony,1033,0.00088361,T,FALSE
1999,M,Grantham,10,4.91E-06,G,FALSE
1984,F,Carmina,15,8.32E-06,C,FALSE
1882,M,Paris,11,9.01E-05,P,FALSE
1998,M,Deondra,14,6.91E-06,D,FALSE
1979,F,Gennette,5,2.90E-06,G,FALSE
1914,F,Christal,6,7.53E-06,C,FALSE
2010,M,Johannes,46,2.24E-05,J,FALSE
1970,F,Margi,7,3.82E-06,M,FALSE
1998,M,Tadeo,9,4.44E-06,T,FALSE
1975,F,Lenny,14,8.97E-06,L,FALSE
1945,M,Edmund,478,0.00034858,E,TRUE
2013,M,Bear,84,4.17E-05,B,FALSE
1940,F,Shara,7,5.93E-06,S,FALSE
1991,F,Amaryllis,21,1.03E-05,A,TRUE
2017,F,Avantika,14,7.47E-06,A,TRUE
2001,M,Ahmaad,23,1.11E-05,A,TRUE
1899,F,Maryanna,5,2.02E-05,M,FALSE
2015,F,Aadya,159,8.17E-05,A,TRUE
1950,F,Bonnee,8,4.55E-06,B,FALSE
1918,F,Ilma,11,9.15E-06,I,TRUE
1988,F,Shalaine,11,5.72E-06,S,FALSE
1906,M,Gary,16,0.00011106,G,FALSE
2012,F,Naasia,7,3.62E-06,N,FALSE
1971,M,Anand,11,6.05E-06,A,TRUE
1997,M,Kross,16,8.01E-06,K,FALSE
1986,M,Sabrina,8,4.16E-06,S,FALSE
1969,M,Catarino,17,9.29E-06,C,FALSE
1932,F,Darlys,10,9.04E-06,D,FALSE
2009,M,Ryler,23,1.09E-05,R,FALSE
1963,F,Jacquiline,19,9.56E-06,J,FALSE
1967,F,Katheren,8,4.66E-06,K,FALSE
1934,F,Conception,16,1.48E-05,C,FALSE
1888,F,Arilla,5,2.64E-05,A,TRUE
1991,F,Jazmone,5,2.46E-06,J,FALSE
1995,F,Keyna,6,3.12E-06,K,FALSE
1982,F,Kawanna,19,1.05E-05,K,FALSE
1998,M,Nefi,8,3.95E-06,N,FALSE
2014,M,Kahne,11,5.38E-06,K,FALSE
1997,F,Elza,6,3.14E-06,E,TRUE
1962,F,Genelle,19,9.37E-06,G,FALSE
1936,M,Huston,41,3.85E-05,H,FALSE
2001,F,Aslin,14,7.07E-06,A,TRUE
1960,M,Kaiser,5,2.31E-06,K,FALSE
1910,F,Rufina,11,2.62E-05,R,FALSE
2010,M,Serious,6,2.92E-06,S,FALSE
1979,F,Jody,994,0.00057686,J,FALSE
2006,M,Rakai,5,2.28E-06,R,FALSE
1989,F,Laniece,14,7.03E-06,L,FALSE
2015,M,Lazaro,87,4.27E-05,L,FALSE
1931,F,Hattie,1057,0.00095775,H,FALSE
1943,M,Elijah,220,0.00015127,E,TRUE
2013,F,Tatum,984,0.00051147,T,FALSE
1941,M,Ramona,7,5.58E-06,R,FALSE
2012,M,Terrance,435,0.00021472,T,FALSE
1992,M,Nikolai,62,2.95E-05,N,FALSE
1998,F,Zayna,16,8.26E-06,Z,FALSE
2016,F,Zorina,6,3.11E-06,Z,FALSE
1884,F,Edith,1104,0.00802407,E,TRUE
2014,F,Lynda,60,3.07E-05,L,FALSE
1926,M,Wentworth,6,5.24E-06,W,FALSE
1960,M,Delbert,491,0.00022672,D,FALSE
2001,M,Asiah,8,3.87E-06,A,TRUE
1994,F,Danyell,68,3.49E-05,D,FALSE
1977,F,Didi,5,3.04E-06,D,FALSE
1972,M,Garold,19,1.14E-05,G,FALSE
1986,F,Jennet,5,2.71E-06,J,FALSE
1923,F,Theadora,10,7.98E-06,T,FALSE
1985,M,Isa,10,5.20E-06,I,TRUE
2017,F,Elliette,104,5.55E-05,E,TRUE
1997,M,Deallen,6,3.00E-06,D,FALSE
1993,F,Vasti,5,2.54E-06,V,FALSE
1981,M,Emory,66,3.54E-05,E,TRUE
1920,F,Peter,17,1.37E-05,P,FALSE
1949,M,Olson,5,2.77E-06,O,TRUE
2016,F,Willamena,5,2.59E-06,W,FALSE
1991,F,Laquishia,11,5.41E-06,L,FALSE
2010,F,Amayrany,8,4.09E-06,A,TRUE
2017,F,Mumina,5,2.67E-06,M,FALSE
2004,M,Trinidad,40,1.89E-05,T,FALSE
2005,F,Philicia,5,2.47E-06,P,FALSE
1985,F,Ahuva,6,3.25E-06,A,TRUE
1974,F,Naya,7,4.47E-06,N,FALSE
1957,M,Edson,12,5.49E-06,E,TRUE
1906,F,Williemae,16,5.11E-05,W,FALSE
1933,F,Margart,6,5.74E-06,M,FALSE
1975,F,Letrice,21,1.35E-05,L,FALSE
1907,F,Bena,5,1.48E-05,B,FALSE
2005,M,Christof,5,2.35E-06,C,FALSE
1912,F,Charity,55,9.37E-05,C,FALSE
1990,M,Aldair,9,4.18E-06,A,TRUE
2010,F,Brezlyn,11,5.62E-06,B,FALSE
1944,F,Maida,32,2.34E-05,M,FALSE
1945,F,Sheryll,27,2.01E-05,S,FALSE
2016,F,Dalissa,9,4.67E-06,D,FALSE
2001,M,Basel,14,6.77E-06,B,FALSE
2014,F,Aalyah,17,8.71E-06,A,TRUE
2000,M,Adis,8,3.83E-06,A,TRUE
2007,F,Tatiyanna,24,1.14E-05,T,FALSE
1940,F,Virdell,6,5.08E-06,V,FALSE
1983,M,Murphy,25,1.34E-05,M,FALSE
1965,M,Robie,26,1.37E-05,R,FALSE
1995,M,Benardo,5,2.49E-06,B,FALSE
2006,F,Anique,9,4.31E-06,A,TRUE
2006,F,Jaisa,7,3.35E-06,J,FALSE
1969,F,Vikki,250,0.00014183,V,FALSE
2016,M,Hoang,5,2.48E-06,H,FALSE
1938,F,Prince,11,9.64E-06,P,FALSE
1904,F,Zelda,68,0.00023253,Z,FALSE
2001,M,Joevon,11,5.32E-06,J,FALSE
1946,F,Ilona,102,6.32E-05,I,TRUE
1900,M,Arnold,122,0.00075247,A,TRUE
2011,F,Haile,17,8.79E-06,H,FALSE
1923,F,Gerldine,13,1.04E-05,G,FALSE
1948,F,Ardis,90,5.17E-05,A,TRUE
2006,F,Shamayia,10,4.79E-06,S,FALSE
2012,M,Bryceson,25,1.23E-05,B,FALSE
2005,F,Mila,238,0.00011735,M,FALSE
1984,M,Welford,5,2.66E-06,W,FALSE
2016,M,Kashe,6,2.97E-06,K,FALSE
2008,F,Rilley,5,2.40E-06,R,FALSE
1961,M,Keary,8,3.71E-06,K,FALSE
1983,M,Vinh,58,3.11E-05,V,FALSE
1926,F,Celesta,31,2.52E-05,C,FALSE
1963,M,Wallie,7,3.39E-06,W,FALSE
2004,F,Analeise,11,5.45E-06,A,TRUE
1986,M,Cordel,8,4.16E-06,C,FALSE
1915,F,Novelle,6,5.86E-06,N,FALSE
1939,F,Leonette,10,8.82E-06,L,FALSE
2008,M,Camaron,25,1.15E-05,C,FALSE
1915,M,Whitley,6,6.81E-06,W,FALSE
1986,M,Isidro,111,5.78E-05,I,TRUE
1987,M,Kiyoshi,6,3.08E-06,K,FALSE
2016,F,Demira,5,2.59E-06,D,FALSE
1994,M,Tamon,8,3.93E-06,T,FALSE
1989,F,Rachella,5,2.51E-06,R,FALSE
1940,F,Adelina,55,4.66E-05,A,TRUE
1962,M,Clif,5,2.38E-06,C,FALSE
1962,M,Sydney,52,2.47E-05,S,FALSE
1918,F,Ragnhild,7,5.82E-06,R,FALSE
2005,M,Latrevion,6,2.82E-06,L,FALSE
1996,F,Yuuki,5,2.61E-06,Y,FALSE
1918,F,Trudy,35,2.91E-05,T,FALSE
1999,F,Tattianna,6,3.08E-06,T,FALSE
2005,M,Corleone,8,3.76E-06,C,FALSE
1946,M,Kirk,248,0.00015028,K,FALSE
1942,M,Julia,17,1.21E-05,J,FALSE
2008,M,Edward,2788,0.00127981,E,TRUE
1945,M,Levan,6,4.38E-06,L,FALSE
1998,M,Tahir,39,1.92E-05,T,FALSE
1987,M,Camden,78,4.00E-05,C,FALSE
1901,F,Elena,29,0.00011407,E,TRUE
1996,F,Shamone,7,3.65E-06,S,FALSE
1984,F,Roya,21,1.17E-05,R,FALSE
1977,F,Kashima,6,3.65E-06,K,FALSE
2001,F,Kiaralyn,5,2.53E-06,K,FALSE
1996,F,Catlynn,10,5.22E-06,C,FALSE
1989,M,Jarmarcus,8,3.82E-06,J,FALSE
2001,M,Chayim,5,2.42E-06,C,FALSE
1966,F,Lasonya,54,3.08E-05,L,FALSE
1976,F,Kijuana,7,4.45E-06,K,FALSE
1961,F,Catina,7,3.37E-06,C,FALSE
1938,F,Teri,8,7.01E-06,T,FALSE
1953,F,Johnnye,11,5.70E-06,J,FALSE
1975,F,Unborn,19,1.22E-05,U,TRUE
2006,F,Jackelyne,24,1.15E-05,J,FALSE
1997,F,Farihah,6,3.14E-06,F,FALSE
1992,F,Brucha,10,4.99E-06,B,FALSE
1920,M,Jared,11,9.99E-06,J,FALSE
1974,M,Detrick,37,2.27E-05,D,FALSE
1986,F,Falicia,22,1.19E-05,F,FALSE
1961,F,Aurea,18,8.67E-06,A,TRUE
2000,M,Naveed,16,7.67E-06,N,FALSE
1998,M,Myron,188,9.27E-05,M,FALSE
2017,M,Sahaj,20,1.02E-05,S,FALSE
1995,F,Anmarie,7,3.64E-06,A,TRUE
1977,F,Rachana,8,4.86E-06,R,FALSE
2010,M,Tarik,46,2.24E-05,T,FALSE
1940,F,Vanetta,9,7.62E-06,V,FALSE
2005,F,Danniela,7,3.45E-06,D,FALSE
2005,F,Georgette,13,6.41E-06,G,FALSE
1966,F,Shirleen,23,1.31E-05,S,FALSE
1970,F,Kalani,5,2.73E-06,K,FALSE
1958,F,Wendell,11,5.33E-06,W,FALSE
2014,F,Camara,12,6.15E-06,C,FALSE
2005,F,Ananda,51,2.52E-05,A,TRUE
1978,F,Shawndra,22,1.34E-05,S,FALSE
1925,F,Maida,40,3.17E-05,M,FALSE
2017,F,Indigo,167,8.91E-05,I,TRUE
2013,F,Brittani,16,8.32E-06,B,FALSE
2009,M,Hakan,11,5.19E-06,H,FALSE
1970,F,Ladana,13,7.10E-06,L,FALSE
2002,F,Shayle,10,5.07E-06,S,FALSE
2011,F,Zuria,34,1.76E-05,Z,FALSE
1915,F,Gladine,10,9.77E-06,G,FALSE
1944,F,Sharyon,6,4.39E-06,S,FALSE
2013,F,Avalynne,18,9.36E-06,A,TRUE
2014,F,Rosalena,11,5.64E-06,R,FALSE
2002,M,Aidan,6952,0.00336572,A,TRUE
2012,M,Taher,12,5.92E-06,T,FALSE
1971,M,Des,6,3.30E-06,D,FALSE
1957,M,Per,9,4.11E-06,P,FALSE
1906,M,Marshall,107,0.00074269,M,FALSE
1929,M,Verna,12,1.08E-05,V,FALSE
2015,M,Nazih,5,2.45E-06,N,FALSE
2005,M,Tyrie,12,5.64E-06,T,FALSE
2009,F,Harlei,11,5.44E-06,H,FALSE
2001,M,Burkley,5,2.42E-06,B,FALSE
1927,M,Engelbert,5,4.30E-06,E,TRUE
1928,M,Regis,69,6.05E-05,R,FALSE
2008,F,Kole,6,2.88E-06,K,FALSE
2013,M,Lelan,29,1.44E-05,L,FALSE
2012,M,Breken,7,3.46E-06,B,FALSE
2012,M,Solan,11,5.43E-06,S,FALSE
1959,M,Sandor,9,4.15E-06,S,FALSE
1953,F,Billie,1333,0.000691,B,FALSE
1998,F,Alanta,5,2.58E-06,A,TRUE
1925,F,Peter,13,1.03E-05,P,FALSE
2016,M,Levar,11,5.45E-06,L,FALSE
2005,F,Oaklie,8,3.94E-06,O,TRUE
1984,F,Mariachristina,5,2.77E-06,M,FALSE
1979,M,Roshawn,24,1.34E-05,R,FALSE
1989,M,Keng,22,1.05E-05,K,FALSE
1983,F,Shatasha,11,6.15E-06,S,FALSE
2001,F,Santasia,9,4.55E-06,S,FALSE
1987,F,Chalsea,8,4.27E-06,C,FALSE
2004,F,Konstantina,10,4.96E-06,K,FALSE
1957,M,Marcellus,41,1.87E-05,M,FALSE
1986,F,Lennie,5,2.71E-06,L,FALSE
1932,F,Lenore,373,0.00033718,L,FALSE
2006,M,Korin,8,3.65E-06,K,FALSE
2013,F,Sarem,5,2.60E-06,S,FALSE
1985,M,Giuseppe,75,3.90E-05,G,FALSE
2014,M,Jacques,70,3.42E-05,J,FALSE
1918,F,Pinkey,11,9.15E-06,P,FALSE
1979,F,Reema,17,9.87E-06,R,FALSE
1959,F,Marrion,6,2.89E-06,M,FALSE
2011,F,Mareya,6,3.10E-06,M,FALSE
1913,F,Francys,8,1.22E-05,F,FALSE
1932,F,Lilyan,25,2.26E-05,L,FALSE
1962,F,Christina,3627,0.00178936,C,FALSE
1928,M,Teofilo,10,8.76E-06,T,FALSE
2016,F,Caiden,23,1.19E-05,C,FALSE
1998,M,Jamere,26,1.28E-05,J,FALSE
1944,F,Alma,1216,0.00088989,A,TRUE
2000,M,Paul,3791,0.00181614,P,FALSE
2012,F,Lydie,5,2.58E-06,L,FALSE
1945,M,Alcee,7,5.10E-06,A,TRUE
1992,M,Eryc,5,2.38E-06,E,TRUE
1962,F,Waynette,18,8.88E-06,W,FALSE
1920,F,Fran,8,6.43E-06,F,FALSE
2011,M,Askia,6,2.96E-06,A,TRUE
2011,F,Aivy,9,4.65E-06,A,TRUE
1928,M,Gil,25,2.19E-05,G,FALSE
1998,F,Ahjanay,6,3.10E-06,A,TRUE
1943,F,Joya,5,3.48E-06,J,FALSE
2003,F,Kennie,5,2.49E-06,K,FALSE
1902,M,Jonah,6,4.52E-05,J,FALSE
2009,M,Leith,8,3.78E-06,L,FALSE
1970,M,Tyson,173,9.08E-05,T,FALSE
1986,M,Nathon,27,1.41E-05,N,FALSE
1992,F,Maliha,9,4.49E-06,M,FALSE
1974,M,Nichols,10,6.13E-06,N,FALSE
2003,F,Koraima,11,5.49E-06,K,FALSE
2008,F,Jozelyn,28,1.35E-05,J,FALSE
1931,M,Emmet,37,3.46E-05,E,TRUE
1998,F,Nadina,9,4.64E-06,N,FALSE
1991,F,Jori,67,3.30E-05,J,FALSE
1914,F,Mollie,644,0.00080842,M,FALSE
2001,F,Annessa,19,9.60E-06,A,TRUE
1984,M,Wesam,7,3.73E-06,W,FALSE
1904,F,Althea,46,0.0001573,A,TRUE
2009,F,Melodee,31,1.53E-05,M,FALSE
2009,M,Arbor,9,4.25E-06,A,TRUE
1922,F,Vinie,9,7.21E-06,V,FALSE
1943,M,Myra,5,3.44E-06,M,FALSE
1956,F,Lyndel,5,2.43E-06,L,FALSE
1979,M,Gyasi,15,8.37E-06,G,FALSE
2016,M,Trent,411,0.00020369,T,FALSE
2016,M,Devante,79,3.92E-05,D,FALSE
1954,F,Bobbette,21,1.06E-05,B,FALSE
2002,M,Netanel,12,5.81E-06,N,FALSE
2002,F,Myrka,58,2.94E-05,M,FALSE
2002,M,Kayan,7,3.39E-06,K,FALSE
1952,M,King,93,4.71E-05,K,FALSE
1924,F,Ofelia,89,6.87E-05,O,TRUE
1989,F,Gisella,13,6.53E-06,G,FALSE
2011,M,Declan,2164,0.00106675,D,FALSE
2009,F,Macey,412,0.00020366,M,FALSE
2002,F,September,42,2.13E-05,S,FALSE
1993,M,Jhon,35,1.70E-05,J,FALSE
2016,F,Adaly,58,3.01E-05,A,TRUE
1940,F,Clarissa,59,5.00E-05,C,FALSE
1923,M,Ola,14,1.24E-05,O,TRUE
1934,F,Gearline,5,4.62E-06,G,FALSE
1996,M,Shohei,8,3.99E-06,S,FALSE
2000,F,Galaxy,13,6.52E-06,G,FALSE
1952,F,Paris,6,3.15E-06,P,FALSE
1988,F,Charie,9,4.68E-06,C,FALSE
1927,F,Earle,10,8.09E-06,E,TRUE
1917,M,Irwin,254,0.00026477,I,TRUE
1940,M,Horatio,5,4.22E-06,H,FALSE
2007,F,Zabdi,16,7.57E-06,Z,FALSE
1975,F,Ayako,6,3.84E-06,A,TRUE
2012,F,Nixie,21,1.09E-05,N,FALSE
2002,M,Tjuan,5,2.42E-06,T,FALSE
1970,F,Toiya,7,3.82E-06,T,FALSE
1951,F,Lorri,31,1.68E-05,L,FALSE
1942,F,Bryna,15,1.08E-05,B,FALSE
1966,F,Cythnia,9,5.13E-06,C,FALSE
1997,M,Ares,12,6.01E-06,A,TRUE
1919,F,Gizella,24,2.04E-05,G,FALSE
2010,M,Symir,20,9.75E-06,S,FALSE
2007,F,Aleecia,37,1.75E-05,A,TRUE
1934,F,Magline,7,6.47E-06,M,FALSE
2013,M,Sal,5,2.48E-06,S,FALSE
1972,F,Sissy,12,7.44E-06,S,FALSE
1880,F,Golda,6,6.15E-05,G,FALSE
2008,M,Delwin,7,3.21E-06,D,FALSE
1935,M,Berlyn,7,6.55E-06,B,FALSE
2007,M,Tru,29,1.31E-05,T,FALSE
1939,F,Juanell,11,9.70E-06,J,FALSE
1975,M,Lonzell,8,4.93E-06,L,FALSE
1993,F,Breeann,60,3.04E-05,B,FALSE
2009,F,Alexanderia,7,3.46E-06,A,TRUE
1978,M,Eliot,62,3.63E-05,E,TRUE
1980,F,Charlisha,5,2.81E-06,C,FALSE
1974,M,Anthony,16393,0.01005249,A,TRUE
1901,F,Charlotte,503,0.00197853,C,FALSE
1985,F,Shakeyla,5,2.71E-06,S,FALSE
1895,F,Marybelle,6,2.43E-05,M,FALSE
1969,M,Arlan,20,1.09E-05,A,TRUE
1992,F,Christy,719,0.00035873,C,FALSE
1973,F,Lupita,43,2.77E-05,L,FALSE
1978,M,Chrles,5,2.93E-06,C,FALSE
1908,F,Valborg,8,2.26E-05,V,FALSE
1984,M,Saxon,6,3.20E-06,S,FALSE
1936,F,Maire,7,6.50E-06,M,FALSE
1977,M,Jacqueline,21,1.23E-05,J,FALSE
1978,M,Kreg,11,6.44E-06,K,FALSE
1926,M,Whitfield,12,1.05E-05,W,FALSE
1892,M,Humphrey,8,6.09E-05,H,FALSE
1917,F,Azzie,25,2.23E-05,A,TRUE
2016,F,Juliann,28,1.45E-05,J,FALSE
2001,F,Janazia,10,5.05E-06,J,FALSE
1928,F,Genell,24,2.01E-05,G,FALSE
1967,F,Tajana,5,2.91E-06,T,FALSE
2005,F,Karyss,6,2.96E-06,K,FALSE
2013,F,Jozi,7,3.64E-06,J,FALSE
2000,F,Jalese,5,2.51E-06,J,FALSE
2015,F,Maimuna,9,4.63E-06,M,FALSE
1980,F,Lencola,10,5.62E-06,L,FALSE
2005,F,Amra,16,7.89E-06,A,TRUE
2009,F,Laurana,9,4.45E-06,L,FALSE
2017,M,Rockett,6,3.06E-06,R,FALSE
1959,F,Karin,721,0.00034688,K,FALSE
2003,M,Arhan,6,2.86E-06,A,TRUE
1916,M,Mose,138,0.00014947,M,FALSE
1930,M,Harles,6,5.31E-06,H,FALSE
2011,M,Addison,193,9.51E-05,A,TRUE
2001,F,Mariavictoria,7,3.54E-06,M,FALSE
2002,M,Devian,15,7.26E-06,D,FALSE
1978,F,Jeanna,249,0.00015148,J,FALSE
1966,M,Nazario,7,3.85E-06,N,FALSE
2007,M,Ranell,6,2.71E-06,R,FALSE
2009,F,Zaniah,112,5.54E-05,Z,FALSE
1915,F,Marye,40,3.91E-05,M,FALSE
1981,M,Watson,11,5.91E-06,W,FALSE
1996,F,Janice,338,0.00017633,J,FALSE
2000,F,Dayani,10,5.01E-06,D,FALSE
2007,M,Matan,29,1.31E-05,M,FALSE
2008,M,Giuliano,27,1.24E-05,G,FALSE
1929,F,Jilda,5,4.32E-06,J,FALSE
1947,M,Aniello,5,2.69E-06,A,TRUE
1936,M,Benino,6,5.64E-06,B,FALSE
1926,M,Blake,36,3.14E-05,B,FALSE
1962,F,Estella,222,0.00010952,E,TRUE
2003,M,Martrell,19,9.05E-06,M,FALSE
1935,F,Marlean,6,5.52E-06,M,FALSE
2012,M,Byron,481,0.00023743,B,FALSE
2005,F,Mylene,14,6.90E-06,M,FALSE
1915,M,Wendel,23,2.61E-05,W,FALSE
2012,F,Emmaleah,6,3.10E-06,E,TRUE
2004,F,Kelina,8,3.97E-06,K,FALSE
2004,F,Jolina,35,1.74E-05,J,FALSE
1981,F,Kimberlyann,11,6.15E-06,K,FALSE
2002,F,Damary,15,7.60E-06,D,FALSE
1894,F,Marybelle,6,2.54E-05,M,FALSE
2009,F,Anthonia,9,4.45E-06,A,TRUE
1976,F,Makisha,37,2.35E-05,M,FALSE
1921,M,Donal,67,5.89E-05,D,FALSE
1979,F,Stepheni,5,2.90E-06,S,FALSE
2002,F,Irish,12,6.08E-06,I,TRUE
1999,M,De,35,1.72E-05,D,FALSE
2013,F,Arriyah,10,5.20E-06,A,TRUE
2011,M,Shyon,5,2.46E-06,S,FALSE
1955,F,Redia,6,2.99E-06,R,FALSE
1902,F,Josefa,17,6.06E-05,J,FALSE
2001,F,Jhanvi,9,4.55E-06,J,FALSE
2009,F,Hyacinth,8,3.95E-06,H,FALSE
1999,F,Dannielle,39,2.00E-05,D,FALSE
1930,F,Aneta,10,8.57E-06,A,TRUE
1937,F,Georgina,60,5.45E-05,G,FALSE
1978,M,Adolfo,117,6.85E-05,A,TRUE
2011,F,Emary,8,4.13E-06,E,TRUE
1949,F,Chrys,5,2.85E-06,C,FALSE
1997,F,Aryssa,15,7.86E-06,A,TRUE
2017,M,Aerik,9,4.58E-06,A,TRUE
1985,M,Kacie,5,2.60E-06,K,FALSE
1985,M,Price,18,9.36E-06,P,FALSE
2016,M,Milon,5,2.48E-06,M,FALSE
2012,M,Syler,60,2.96E-05,S,FALSE
1904,F,Garnette,6,2.05E-05,G,FALSE
1995,F,Cailon,7,3.64E-06,C,FALSE
2001,F,Smrithi,5,2.53E-06,S,FALSE
1960,F,Dorris,36,1.73E-05,D,FALSE
